"date","time","country","age","n_group","n_manta","dive_level","is_first_time","pc","pick_n_divers","n_diver_A","n_diver_B","n_diver_C","n_diver_D","n_diver_E","n_diver_F","pick_n_boats","n_boats_A","n_boats_B","n_boats_C","n_boats_D","n_boats_E","n_boats_F","dc","diver_norms","boat_norms","date_time","obs_boat","boat_RE","diver_RE","fewer_boat_UL","more_boat_UL","fewer_boat_RE","more_boat_RE","fewer_diver_RE","more_diver_RE"
"09/25/2024","8:30","Germany",34,3,5,"Open Water Diver","Y",7,3,-2,-2,-1,-2,-2,-2,3,-1,-1,-1,-1,-1,-1,"BC",0,NA,"2024-09-25 08:30:00",31,25,6,NA,NA,NA,NA,FALSE,TRUE
"09/26/2024","8:00","Australia",26,4,2,"Open Water Diver","N",8,3,4,4,1,-1,-2,-4,6,4,2,2,-1,-4,-4,"Purple",7,30,"2024-09-26 08:00:00",50,55,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"09/26/2024","19:30","Singapore",25,4,2,"Open Water Diver","Y",9,5,-4,-4,0,1,2,3,5,-4,-4,-2,1,2,3,"Purple",6,31.6666666666667,"2024-09-26 19:30:00",NA,45,10,NA,NA,FALSE,TRUE,FALSE,TRUE
"09/27/2024","10:00","Australia",67,1,6,"Advanced Open Water Diver","Y",9,4,-1,-1,-4,-4,-4,-4,6,-1,-1,-2,-4,-4,-4,"BC",0,-5,"2024-09-27 10:00:00",53,55,8,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"09/28/2024","08:00","Japan",24,2,2,"Open Water Diver","Y",5,1,3,1,1,-1,-1,-1,1,4,3,3,1,0,-1,"DC",7.5,45,"2024-09-28 08:00:00",20,5,2,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"09/28/2024","08:00","Germany",27,4,4,"Open Water Diver","N",7,5,4,3,2,0,-2,-3,NA,NA,NA,NA,NA,NA,NA,"DC",8,NA,"2024-09-28 08:00:00",20,NA,10,NA,NA,NA,NA,FALSE,TRUE
"09/28/2024","08:00","Belgium",27,2,4,"Rescue Diver","N",6,3,4,4,1,-1,-1,-3,4,4,3,3,1,-1,-3,"DC",7.5,40,"2024-09-28 08:00:00",20,35,6,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"09/28/2024","08:00","Germany",28,5,5,"Open Water Diver","Y",8,3,2,1,0,-4,-1,-4,NA,NA,NA,NA,NA,NA,NA,"DC",6,NA,"2024-09-28 08:00:00",20,NA,6,NA,NA,NA,NA,TRUE,FALSE
"09/28/2024","08:00","Germany",28,4,5,"Open Water Diver","Y",8,3,4,NA,NA,NA,NA,-4,NA,NA,NA,NA,NA,NA,NA,"DC",NA,NA,"2024-09-28 08:00:00",20,NA,6,NA,NA,NA,NA,NA,NA
"09/28/2024","08:00","United States",29,4,8,"Advanced Open Water Diver","N",7,NA,4,4,-1,-3,-3,-2,4,4,2,0,-1,-2,-3,"DC",5.4,25,"2024-09-28 08:00:00",20,35,NA,TRUE,FALSE,FALSE,TRUE,NA,NA
"09/28/2024","8:30","Australia",26,4,5,"Open Water Diver","N",7,4,4,4,-1,-1,-2,-4,5,4,4,2,2,-3,-4,"Purple",6.2,36,"2024-09-28 08:30:00",36,45,8,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"09/28/2024","09:00","Germany",27,4,5,"Open Water Diver","N",6,3,4,3,3,-1,-2,-3,4,4,3,-1,-2,-4,-4,"DC",7.25,22.5,"2024-09-28 09:00:00",36,35,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"09/28/2024","09:00","France",24,3,3,"Try Scuba","Y",6,1,2,1,0,-3,-4,-4,1,4,3,0,-1,-2,-4,"DC",6,25,"2024-09-28 09:00:00",36,5,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"09/28/2024","09:00","France",26,3,8,"Try Scuba","Y",5,1,3,0,-1,-3,-2,-3,1,4,1,0,-1,-2,-3,"DC",4,25,"2024-09-28 09:00:00",36,5,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"09/28/2024","09:20","Belgium",26,4,3,"Professional Diver","N",7,NA,4,4,2,0,1,-1,3,4,4,3,1,0,-2,"DC",8,45,"2024-09-28 09:20:00",36,25,NA,TRUE,FALSE,TRUE,FALSE,NA,NA
"09/28/2024","09:30","France",42,4,4,"Professional Diver","Y",4,2,4,4,0,-2,0,-3,4,3,1,0,-2,-3,-4,"DC",8,25,"2024-09-28 09:30:00",48,35,4,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"09/28/2024","11:00","Germany",58,10,6,"Advanced Open Water Diver","Y",5,2,-4,-4,-3,-3,-2,-2,3,-3,-3,-3,-3,-3,-3,"WD",0,NA,"2024-09-28 11:00:00",48,25,4,NA,NA,NA,NA,FALSE,TRUE
"09/28/2024","11:00","Germany",53,5,7,"Advanced Open Water Diver","Y",8,2,0,-3,-2,-2,-4,-4,5,0,0,0,0,-4,-4,"WD",2,20,"2024-09-28 11:00:00",48,45,4,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"09/29/2024","07:30","United Kingdom",28,5,7,"Advanced Open Water Diver","Y",6,5,3,1,-2,-4,-2,-3,5,3,1,-1,-2,-3,-4,"DC",5.33333333333333,20,"2024-09-29 07:30:00",30,45,10,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"09/29/2024","07:30","United Kingdom",30,3,3,"Open Water Diver","Y",6,3,4,4,-1,-3,-3,-4,NA,NA,NA,NA,NA,NA,NA,"DC",5.4,NA,"2024-09-29 07:30:00",30,NA,6,NA,NA,NA,NA,FALSE,TRUE
"09/29/2024","07:30","Singapore",32,8,4,"Advanced Open Water Diver","N",5,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,"DC",NA,NA,"2024-09-29 07:30:00",30,25,6,NA,NA,NA,NA,NA,NA
"09/29/2024","08:00","Germany",23,3,NA,"Try Scuba / DSD","Y",7,5,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,"DC",NA,NA,"2024-09-29 08:00:00",30,55,10,NA,NA,NA,NA,NA,NA
"09/29/2024","08:00","France",31,5,15,"Advanced Open Water Diver","Y",6,5,3,2,0,-1,-1,-4,3,3,1,-2,-1,-2,-4,"DC",6,25,"2024-09-29 08:00:00",30,25,10,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"09/29/2024","08:00","Germany",45,2,10,"Advanced Open Water Diver","N",6,5,0,1,-2,-2,-2,-2,4,2,-2,-2,-3,-4,-4,"DC",2,12.5,"2024-09-29 08:00:00",30,35,10,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"09/29/2024","09:00","France",24,2,8,"Try Scuba / Try Scuba / DSD","N",5,3,NA,NA,3,NA,NA,NA,3,NA,NA,-1,NA,NA,NA,"Pure",NA,NA,"2024-09-29 09:00:00",43,25,6,NA,NA,NA,NA,NA,NA
"09/29/2024","09:00","France",24,2,8,"Try Scuba / Try Scuba / DSD","N",5,3,NA,NA,3,NA,NA,NA,3,NA,NA,-1,NA,NA,NA,"Pure",NA,NA,"2024-09-29 09:00:00",43,25,6,NA,NA,NA,NA,NA,NA
"09/29/2024","11:00","United States",24,5,10,"Advanced Open Water Diver","Y",6,NA,4,4,2,0,0,-4,3,4,2,-2,-3,-4,-4,"DC",9,20,"2024-09-29 11:00:00",45,25,NA,FALSE,TRUE,FALSE,TRUE,NA,NA
"09/30/2024","08:00","Germany",25,4,20,"Advanced Open Water Diver","Y",7,5,4,4,0,-1,-3,-4,5,4,3,1,-1,-4,-4,"DC",6,30,"2024-09-30 08:00:00",50,45,10,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"09/30/2024","08:00","France",36,4,8,"Try Scuba / DSD","Y",6,4,4,3,2,1,0,-1,4,4,3,2,1,-1,-2,"DC",10,40,"2024-09-30 08:00:00",50,35,8,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"09/30/2024","08:00","France",31,4,6,"Try Scuba / DSD","Y",7,2,4,3,1,0,-2,-4,4,3,2,0,-1,-2,-3,"DC",8,25,"2024-09-30 08:00:00",50,35,4,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"09/30/2024","08:00","Germany",26,4,10,"Advanced Open Water Diver","Y",7,5,4,3,-1,-4,-4,-4,5,4,2,0,-3,-4,-4,"DC",5.5,25,"2024-09-30 08:00:00",50,45,10,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"09/30/2024","08:00","Portugal",27,4,8,"Try Scuba / DSD","Y",8,3,4,3,-1,-4,-4,-4,4,4,3,2,-2,-3,-4,"DC",5.5,30,"2024-09-30 08:00:00",50,35,6,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"09/30/2024","08:00","France",25,4,6,"Try Scuba / DSD","Y",8,5,4,3,-2,-4,-4,-4,4,4,2,1,-2,-4,-4,"DC",5.2,28.3333333333333,"2024-09-30 08:00:00",50,35,10,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"09/30/2024","09:00","Germany",31,2,5,"Open Water Diver","Y",3,3,NA,NA,4,NA,NA,NA,3,NA,NA,4,NA,NA,NA,"Pure",NA,NA,"2024-09-30 09:00:00",50,25,6,NA,NA,NA,NA,NA,NA
"09/30/2024","11:00","France",35,3,10,"Advanced Open Water Diver","Y",5,1,3,3,0,-2,-2,-4,1,4,1,-1,-2,-3,-4,"DC",6,20,"2024-09-30 11:00:00",50,5,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"09/30/2024","11:00","France",28,3,10,"Open Water Diver","Y",7,4,4,3,2,-4,-3,-4,5,4,2,0,-2,-4,-4,"DC",7.6,25,"2024-09-30 11:00:00",50,45,8,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"09/30/2024","11:00","France",35,1,10,"Open Water Diver","Y",5,3,4,4,2,-1,0,-4,3,4,3,2,-2,-3,-4,"DC",10,30,"2024-09-30 11:00:00",50,25,6,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"09/30/2024","11:15","United Kingdom",24,7,30,"Advanced Open Water Diver","Y",7,5,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,"BFD",NA,NA,"2024-09-30 11:15:00",50,NA,10,NA,NA,NA,NA,NA,NA
"10/01/2024","07:30","China",32,2,8,"Advanced Open Water Diver","Y",2,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,1,1,-2,"DC",NA,45,"2024-10-01 07:30:00",20,25,NA,TRUE,FALSE,TRUE,FALSE,NA,NA
"10/01/2024","08:00","Germany",28,3,20,"Open Water Diver","Y",6,3,4,4,4,-4,-4,-4,3,4,4,2,-3,-4,-4,"DC",7,29,"2024-10-01 08:00:00",20,25,6,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"10/01/2024","08:52","Germany",26,4,5,"Advanced Open Water Diver","N",NA,2,4,4,2,-3,-4,-4,1,4,3,2,0,-2,-3,"Pure",6.8,35,"2024-10-01 08:52:00",46,5,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"10/01/2024","08:52","Germany",27,4,5,"Advanced Open Water Diver","N",3,2,4,4,-2,-3,-4,-4,1,4,2,-1,-3,-4,-4,"Pure",5,21.6666666666667,"2024-10-01 08:52:00",46,5,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"10/01/2024","09:00","",26,4,10,"Advanced Open Water Diver","N",6,3,4,2,0,3,-2,-4,4,4,2,-3,-2,-4,-4,"DC",6,25,"2024-10-01 09:00:00",46,35,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"10/01/2024","10:30","Australia",30,5,10,"Advanced Open Water Diver","N",6,3,4,4,4,4,4,4,4,4,4,4,0,-1,-2,"DC",NA,35,"2024-10-01 10:30:00",46,35,6,FALSE,TRUE,TRUE,FALSE,NA,NA
"10/01/2024","10:30","Malaysia",30,15,15,"Advanced Open Water Diver","N",5,2,4,3,2,-2,-2,-3,2,4,1,-1,-3,-3,-4,"DC",7.5,20,"2024-10-01 10:30:00",46,15,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"10/01/2024","10:30","Singapore",28,15,10,"Advanced Open Water Diver","N",5,3,4,4,3,1,-1,-3,NA,NA,NA,NA,NA,NA,NA,"DC",9,NA,"2024-10-01 10:30:00",46,NA,6,NA,NA,NA,NA,TRUE,FALSE
"10/02/2024","08:06","France",22,3,10,"Open Water Diver","Y",NA,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"BANP",NA,NA,"2024-10-02 08:06:00",47,35,4,NA,NA,NA,NA,NA,NA
"10/03/2024","10:30","Germany",23,4,15,"Professional Diver","Y",7,5,2,2,1,2,1,-4,1,4,3,-1,1,-3,-4,"DC",8.8,30,"2024-10-03 10:30:00",47,5,10,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"10/04/2024","12:00","Germany",23,4,10,"Professional Diver","N",2,2,4,3,2,-2,-3,-4,1,4,3,2,-2,-3,-4,"DC",7,30,"2024-10-04 12:00:00",14,5,4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"10/07/2024","08:00","France",32,5,20,"Advanced Open Water Diver","Y",7,5,4,1,-4,-2,-2,-4,2,4,-1,-1,-4,-4,-4,"DC",5.66666666666667,17,"2024-10-07 08:00:00",NA,15,10,NA,NA,TRUE,FALSE,FALSE,TRUE
"10/07/2024","08:30","Denmark",25,4,10,"Open Water Diver","Y",4,2,4,4,0,-4,-2,-4,3,4,3,2,-3,-3,-4,"DC",6,31,"2024-10-07 08:30:00",NA,25,4,NA,NA,TRUE,FALSE,TRUE,FALSE
"10/07/2024","08:30","Denmark",26,6,6,"Open Water Diver","Y",4,3,2,3,4,NA,0,3,2,4,4,4,NA,4,4,"DC",NA,NA,"2024-10-07 08:30:00",NA,15,6,NA,NA,NA,NA,NA,NA
"10/07/2024","08:30","Denmark",23,7,10,"Open Water Diver","Y",4,3,2,1,-2,-2,-3,-4,3,2,0,-2,-3,-4,-4,"DC",5,15,"2024-10-07 08:30:00",NA,25,6,NA,NA,FALSE,TRUE,FALSE,TRUE
"10/07/2024","08:30","Denmark",25,4,10,"Open Water Diver","Y",4,3,4,4,3,0,-2,-4,2,4,3,0,-2,-4,-4,"DC",8,25,"2024-10-07 08:30:00",NA,15,6,NA,NA,TRUE,FALSE,TRUE,FALSE
"10/07/2024","08:30","Denmark",24,4,11,"Open Water Diver","Y",3,2,4,4,1,-2,-4,-4,3,4,4,2,-3,-4,-4,"DC",6.66666666666667,29,"2024-10-07 08:30:00",NA,25,4,NA,NA,TRUE,FALSE,TRUE,FALSE
"10/07/2024","08:30","Denmark",24,4,10,"Open Water Diver","Y",5,2,4,3,2,-3,-3,-3,3,4,4,2,-2,-3,-4,"DC",7.6,30,"2024-10-07 08:30:00",NA,25,4,NA,NA,TRUE,FALSE,TRUE,FALSE
"10/07/2024","08:30","Denmark",24,4,10,"Open Water Diver","Y",4,2,4,4,2,0,-1,-2,4,4,4,4,2,1,0,"DC",8,55,"2024-10-07 08:30:00",NA,35,4,NA,NA,TRUE,FALSE,TRUE,FALSE
"10/07/2024","09:00","Finland",29,5,8,"Open Water Diver","Y",4,2,4,3,1,-1,-2,-3,2,4,3,1,-2,-3,-3,"DC",7,28.3333333333333,"2024-10-07 09:00:00",NA,15,4,NA,NA,TRUE,FALSE,TRUE,FALSE
"10/07/2024","09:00","Canada",17,9,9,"Open Water Diver","Y",4,1,4,2,-2,-3,-3,-4,2,4,2,0,-3,-4,-4,"DC",5,25,"2024-10-07 09:00:00",NA,15,2,NA,NA,TRUE,FALSE,TRUE,FALSE
"10/07/2024","09:30","Germany",25,5,6,"Advanced Open Water Diver","Y",8,6,4,4,2,-2,-3,-4,6,4,0,-2,-4,-4,-4,"DC",7,15,"2024-10-07 09:30:00",NA,55,12,NA,NA,FALSE,TRUE,FALSE,TRUE
"10/07/2024","11:13","United Kingdom",29,7,10,"Professional Diver","Y",6,3,3,3,0,-1,-3,-4,3,4,2,0,-2,-4,-4,"SJP",6,25,"2024-10-07 11:13:00",NA,25,6,NA,NA,TRUE,FALSE,TRUE,FALSE
"10/08/2024","09:20","France",31,12,5,"Advanced Open Water Diver","N",8,5,NA,NA,NA,NA,-4,NA,4,NA,NA,NA,-4,NA,NA,"BANP",NA,NA,"2024-10-08 09:20:00",28,35,10,NA,NA,NA,NA,NA,NA
"10/08/2024","09:30","France",28,12,5,"Professional Diver","N",8,5,NA,NA,NA,NA,-4,NA,4,NA,NA,NA,-4,NA,NA,"BANP",NA,NA,"2024-10-08 09:30:00",28,35,10,NA,NA,NA,NA,NA,NA
"10/08/2024","10:30","Romania",34,5,7,"Open Water Diver","Y",8,3,3,2,1,-1,-2,-4,3,2,0,-1,-2,-4,-4,"DC",7,15,"2024-10-08 10:30:00",28,25,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"10/08/2024","11:00","Singapore",27,5,6,"Rescue Diver","N",9,5,1,3,-1,-3,-3,-4,5,4,3,-1,-3,-4,-4,"BC",4,22.5,"2024-10-08 11:00:00",NA,45,10,NA,NA,FALSE,TRUE,FALSE,TRUE
"10/10/2024","8:40","United Kingdom",23,7,7,"Open Water Diver","Y",6,3,4,4,2,1,0,-2,4,4,4,3,0,-1,-2,"CD",10,35,"2024-10-10 08:40:00",32,35,6,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"10/10/2024","8:45","Australia",21,7,7,"Open Water Diver","Y",5,3,4,3,1,-1,-2,-3,3,4,4,3,0,-2,-3,"CD",7,35,"2024-10-10 08:45:00",32,25,6,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"10/12/2024","10:00","United Kingdom",47,6,3,"Open Water Diver","N",6,5,3,2,0,-2,-3,-4,2,3,1,0,-3,-4,-4,"Others",6,25,"2024-10-12 10:00:00",NA,15,10,NA,NA,TRUE,FALSE,FALSE,TRUE
"10/21/2024","10:00","France",30,3,5,"Try Scuba / DSD","Y",8,6,3,2,1,-3,-3,-4,5,3,2,1,0,-3,-4,"Purple",6.75,35,"2024-10-21 10:00:00",NA,45,12,NA,NA,FALSE,TRUE,FALSE,TRUE
"10/26/2024","10:00","Australia",32,6,2,"Open Water Diver","Y",7,3,-2,-2,-2,-2,-4,-4,2,-1,-1,-2,-3,-3,-3,"Purple",0,-5,"2024-10-26 10:00:00",NA,15,6,NA,NA,FALSE,TRUE,FALSE,TRUE
"10/28/2024","8:45","Austria",24,2,7,"Professional Diver","Y",3,2,-1,-1,-4,-4,-4,-4,1,0,-2,-3,-3,-4,-4,"BC",0,5,"2024-10-28 08:45:00",NA,5,4,NA,NA,TRUE,FALSE,FALSE,TRUE
"10/29/2024","7:30","Spain",30,2,4,"Try Scuba / DSD","Y",8,3,3,3,0,0,-4,-4,3,4,3,-4,-4,-4,-4,"Purple",7,25.7142857142857,"2024-10-29 07:30:00",NA,25,6,NA,NA,TRUE,FALSE,TRUE,FALSE
"10/29/2024","08:30","Germany",30,4,10,"Try Scuba / Try Scuba / DSD","Y",4,NA,4,4,3,-1,-2,-2,NA,4,-2,-2,-4,-4,-4,"DC",7.5,15,"2024-10-29 08:30:00",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/29/2024","08:30","Belgium",62,2,10,"Advanced Open Water Diver","Y",5,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"DC",NA,NA,"2024-10-29 08:30:00",NA,15,6,NA,NA,NA,NA,NA,NA
"10/29/2024","08:30","",32,3,5,"Open Water Diver","Y",NA,3,3,4,2,-3,-2,-4,3,4,4,0,-3,-4,-4,"DC",8,25,"2024-10-29 08:30:00",NA,25,6,NA,NA,TRUE,FALSE,TRUE,FALSE
"10/29/2024","08:30","Spain",34,3,7,"Open Water Diver","Y",NA,3,4,4,1,-3,-3,-4,3,4,4,0,-3,-3,-4,"DC",6.75,25,"2024-10-29 08:30:00",NA,25,6,NA,NA,TRUE,FALSE,TRUE,FALSE
"10/29/2024","08:30","Netherlands",23,2,10,"Open Water Diver","Y",4,3,NA,NA,3,NA,NA,NA,2,NA,3,NA,NA,NA,NA,"DC",NA,NA,"2024-10-29 08:30:00",NA,15,6,NA,NA,NA,NA,NA,NA
"10/29/2024","08:30","Netherlands",25,2,6,"Open Water Diver","Y",5,3,NA,NA,3,NA,NA,NA,2,NA,4,NA,NA,NA,NA,"DC",NA,NA,"2024-10-29 08:30:00",NA,15,6,NA,NA,NA,NA,NA,NA
"10/29/2024","09:30","Netherlands",33,3,3,"Open Water Diver","Y",3,3,4,4,4,NA,NA,NA,2,NA,3,NA,NA,NA,NA,"DC",NA,NA,"2024-10-29 09:30:00",NA,15,6,NA,NA,NA,NA,NA,NA
"10/30/2024","08:00","United States",27,1,1,"Open Water Diver","Y",7,5,4,1,-1,-4,-4,-4,NA,NA,NA,NA,NA,NA,NA,"DC",5,NA,"2024-10-30 08:00:00",NA,NA,10,NA,NA,NA,NA,FALSE,TRUE
"10/30/2024","08:00","Ireland",28,3,1,"Open Water Diver","Y",5,5,NA,NA,NA,NA,NA,-4,NA,NA,NA,NA,NA,NA,NA,"DC",NA,NA,"2024-10-30 08:00:00",NA,NA,10,NA,NA,NA,NA,NA,NA
"10/30/2024","08:00","Ecuador",26,3,1,"Open Water Diver","Y",7,5,4,3,2,-2,-3,-4,NA,NA,NA,NA,NA,NA,NA,"DC",7,NA,"2024-10-30 08:00:00",NA,NA,10,NA,NA,NA,NA,FALSE,TRUE
"10/30/2024","08:50","Malaysia",34,3,0,"Advanced Open Water Diver","N",NA,5,NA,NA,NA,NA,-2,NA,NA,NA,0,NA,NA,NA,NA,"DC",NA,NA,"2024-10-30 08:50:00",31,NA,10,NA,NA,NA,NA,NA,NA
"10/30/2024","09:30","",40,6,1,"Advanced Open Water Diver","Y",NA,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"DC",NA,NA,"2024-10-30 09:30:00",31,35,8,NA,NA,NA,NA,NA,NA
"10/31/2024","08:00","France",21,4,7,"Try Scuba / Try Scuba / DSD","Y",1,1,4,4,4,2,0,-2,2,4,4,3,1,0,-2,"DC",10,45,"2024-10-31 08:00:00",NA,15,2,NA,NA,TRUE,FALSE,TRUE,FALSE
"10/31/2024","08:00","Denmark",37,4,10,"Advanced Open Water Diver","Y",5,3,NA,NA,-1,NA,NA,NA,2,4,3,1,0,-1,-1,"DC",NA,35,"2024-10-31 08:00:00",NA,15,6,NA,NA,TRUE,FALSE,NA,NA
"10/31/2024","08:00","Spain",25,1,10,"Open Water Diver","Y",3,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DC",NA,NA,"2024-10-31 08:00:00",NA,NA,6,NA,NA,NA,NA,NA,NA
"10/31/2024","09:00","Germany",26,4,7,"Try Scuba / Try Scuba / DSD","Y",3,3,3,1,NA,-3,-4,-4,3,4,1,-1,-4,-4,-4,"DC",NA,20,"2024-10-31 09:00:00",NA,25,6,NA,NA,FALSE,TRUE,NA,NA
"10/31/2024","09:00","Netherlands",23,4,7,"Advanced Open Water Diver","Y",5,3,3,3,-2,-3,-4,-4,3,4,2,0,-3,-4,-4,"DC",4.8,25,"2024-10-31 09:00:00",NA,25,6,NA,NA,TRUE,FALSE,FALSE,TRUE
"09/18/2025","8:41","Germany",49,6,1,"Advanced Open Water Diver","Y",3,1,3,3,1,1,-3,-4,2,4,4,3,0,-1,-2,"CD",7.75,35,"2025-09-18 08:41:00",NA,15,2,NA,NA,TRUE,FALSE,TRUE,FALSE
"09/13/2024","","France",31,2,5,"Open Water Diver","Y",NA,2,NA,2,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,"DC",NA,NA,NA,NA,15,4,NA,NA,NA,NA,NA,NA
"09/13/2024","","Maldives",33,2,4,"Professional Diver","Y",NA,1,4,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,"DC",NA,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA
"09/14/2024","","Thailand",33,4,4,"Advanced Open Water Diver","Y",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"DC",NA,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA
"09/18/2024","","United Kingdom",55,2,4,"Advanced Open Water Diver","Y",5,5,2,4,4,0,0,4,3,4,4,4,4,4,4,"DC",9,NA,NA,NA,25,10,NA,NA,NA,NA,FALSE,TRUE
"09/21/2024","","Argentina",35,4,7,"Rescue Diver","Y",3,4,NA,NA,NA,4,NA,NA,5,NA,NA,NA,NA,3,NA,"DC",NA,NA,NA,NA,45,8,NA,NA,NA,NA,NA,NA
"10/01/2024","","Netherlands",25,3,10,"Open Water Diver","Y",7,2,4,2,1,-4,-3,-4,3,4,1,-1,-3,-4,-4,"DC",7,20,NA,NA,25,4,NA,NA,FALSE,TRUE,TRUE,FALSE
"10/01/2024","","Netherlands",25,3,NA,"Open Water Diver","Y",7,3,4,2,-1,-2,-2,-4,4,4,0,-2,-4,-4,-4,"DC",5.33333333333333,15,NA,NA,35,6,NA,NA,FALSE,TRUE,FALSE,TRUE
"10/01/2024","","China",33,2,7,"Advanced Open Water Diver","Y",6,2,3,1,-3,-4,-4,-4,NA,NA,NA,NA,NA,NA,NA,"DC",4.5,NA,NA,NA,NA,4,NA,NA,NA,NA,TRUE,FALSE
"09/29/2024","","Germany",23,3,3,"Open Water Diver","Y",5,5,4,4,-2,-4,-4,-4,NA,4,1,-4,-4,-4,-4,"DC",5,20,NA,NA,NA,10,NA,NA,NA,NA,FALSE,TRUE
"09/29/2024","","Germany",23,3,3,"Open Water Diver","Y",5,5,4,3,1,-3,-3,-3,3,4,2,-4,-4,-4,-4,"DC",7,23.3333333333333,NA,NA,25,10,NA,NA,FALSE,TRUE,FALSE,TRUE
"10/31/2024","","France",18,4,7,"Try Scuba / Try Scuba / DSD","Y",NA,2,4,4,4,2,-1,-3,2,4,4,4,2,-1,-4,"DC",9.33333333333333,41.6666666666667,NA,NA,15,4,NA,NA,TRUE,FALSE,TRUE,FALSE
"10/29/2024","","Belgium",52,3,10,"Open Water Diver","N",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DC",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"10/30/2024","","Netherlands",48,3,2,"Professional Diver","Y",4,2,NA,3,NA,NA,NA,NA,3,NA,NA,0,NA,NA,NA,"DC",NA,NA,NA,NA,25,4,NA,NA,NA,NA,NA,NA
